Time_minutes Average_cpu_utilization intermediate_powerdraw_kJ total_powerdraw_kJ cpu_demand cpu_usage cpu_idle_time overall_power_efficiency intermediate_power_efficiency hosts_up hosts_down servers_active servers_pending attemps_success attempts_failure attemps_error
750 8.787722908093278E-6 2838.409125003361 425752.24330776936 123.0 123.0 126707669 0.05767470100111905 0.04333413351743447 162 0 4 0 4 0 0
755 8.782959914644776E-6 2838.409033333639 428590.65234110295 122.93333333329998 122.93333333329998 127552455 0.057579572797178104 0.04331064758095063 162 0 4 0 4 0 0
760 9.030635573852594E-6 2838.4137999841105 431429.06614108704 126.4000000001 126.4000000001 128397242 0.05749373098230954 0.04453191426873967 162 0 4 0 4 0 0
765 9.102080475537267E-6 2838.415174995416 434267.48131608247 127.4 127.4 129242029 0.05741131385455495 0.044884201973802426 162 0 4 0 4 0 0
770 8.983005639389002E-6 2838.412883340972 437105.89419942355 125.73333333340001 125.73333333340001 130086814 0.057326154445691155 0.04429705560855713 162 0 4 0 4 0 0
775 8.997294619720222E-6 2838.413158332417 439944.30735775596 125.9333333333 125.9333333333 130931600 0.05724254845932699 0.044367513222524135 162 0 4 0 4 0 0
780 8.811537875328647E-6 2838.4095833452498 442782.7169411012 123.33333333339999 123.33333333339999 131776387 0.057154142875073206 0.043451563177166155 162 0 4 0 4 0 0
785 8.897271757344536E-6 2838.4112333278326 445621.12817442894 124.5333333332 124.5333333332 132621172 0.057069556159023524 0.043874309638774096 162 0 4 0 4 0 0
790 8.949664685263774E-6 2838.4122416633054 448459.54041609226 125.2666666667 125.2666666667 133465958 0.056987675282707914 0.044132654456596455 162 0 4 0 4 0 0
795 8.882982777013316E-6 2838.4109583376116 451297.95137442986 124.3333333333 124.3333333333 134310744 0.05690475642928667 0.04380385192922135 162 0 4 0 4 0 0
800 8.840115835998229E-6 2838.4101333360827 454136.361507766 123.7333333333 123.7333333333 135155532 0.05682155299711674 0.04359247871901862 162 0 4 0 4 0 0
805 8.859167809785093E-6 2838.410499998778 456974.77200776484 124.0 124.0 136000317 0.056739966671268925 0.04368642238325055 162 0 4 0 4 0 0
